,smiles,endpoint,cano_smiles,pred_values,ad
375,C1=CC(=CC2=C1C=CC(=O)N2)OCCCCCl,1,O=c1ccc2ccc(OCCCCCl)cc2[nH]1,0,0
376,C1CC(CCC1COCC2CO2)COCC3CO3,1,C1CC(COCC2CO2)CCC1COCC1CO1,1,1
377,C1C(=O)C=CC(O1)O,1,O=C1C=CC(O)OC1,1,0
378,CCCC(=O)OC[C@H]1CO1,1,CCCC(=O)OC[C@H]1CO1,1,1
379,CCCC(=O)OC[C@@H]1CO1,1,CCCC(=O)OC[C@@H]1CO1,1,1
380,COC1=CC2=C(C=C1C(N)=O)C(OC1=CC=C(N)C(Cl)=C1)=CC=N2,1,COc1cc2nccc(Oc3ccc(N)c(Cl)c3)c2cc1C(N)=O,1,0
381,COC(=O)C1=C(N)N(N=C1)C1=CC=CC=C1,1,COC(=O)c1cnn(-c2ccccc2)c1N,0,1
382,ClC1=CC=CC(Cl)=C1N=O,1,O=Nc1c(Cl)cccc1Cl,1,1
383,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,1,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,1
384,[H][C@](C)(OC(=O)C(C)(C)C)C(=O)CCl,1,C[C@@H](OC(=O)C(C)(C)C)C(=O)CCl,0,0
385,C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],1,O=C(Oc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,1,1
386,C1=CC(=CC=C1C#N)C(=O)CBr,1,N#Cc1ccc(C(=O)CBr)cc1,0,1
387,C\C=N\NCCC(=O)N(C)C,1,C/C=N/NCCC(=O)N(C)C,0,0
388,CN(C)C(=O)CCNN,1,CN(C)C(=O)CCNN,0,0
389,C1=C(N=CS1)CCl,1,ClCc1cscn1,1,0
390,C=CCOC(C(F)Cl)(F)F,1,C=CCOC(F)(F)C(F)Cl,0,0
391,C1=CC=C(C(=C1)C2=CC(=C(C=C2)F)F)N,1,Nc1ccccc1-c1ccc(F)c(F)c1,1,1
392,CC1C2C(C(=O)N2C(=C1SC3CC(N(C3)C(=O)OCC4=CC=C(C=C4)[N+](=O)[O-])C(=O)N(C)C)C(=O)OCC5=CC=C(C=C5)[N+](=O)[O-])C(C)O,1,CC(O)C1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=C(SC3CC(C(=O)N(C)C)N(C(=O)OCc4ccc([N+](=O)[O-])cc4)C3)C(C)C12,1,0
393,C1=CC(=CC=C1C2=CC=C(O2)C=O)[N+](=O)[O-],1,O=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,1,1
394,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],1,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1,1
395,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2Br,1,Brc1c2ccccc2cc2ccccc12,1,1
396,C1=CC=C2C(=C1)C3=CC=CC=C3N=C2Cl,1,Clc1nc2ccccc2c2ccccc12,1,1
397,CSC(=O)OC(C)Cl,1,CSC(=O)OC(C)Cl,1,0
398,CN1C(=O)N(C(=O)N(C1=O)CC2CO2)CC3CO3,1,Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,1,0
399,CC1=C(C2=C(C=CC=N2)C=C1)[N+](=O)[O-],1,Cc1ccc2cccnc2c1[N+](=O)[O-],1,1
400,COS(=O)(=O)C1CC2C=CC1O2,1,COS(=O)(=O)C1CC2C=CC1O2,1,0
401,CC(=O)OC1COS(=O)(=O)C1,1,CC(=O)OC1COS(=O)(=O)C1,1,0
402,C(OF)(F)(F)F,1,FOC(F)(F)F,0,0
403,C1C(CS(=O)(=O)O1)O,1,O=S1(=O)CC(O)CO1,1,0
404,CC(=O)COC(=O)CCN(CC1=CC=CC=C1)C1=CC=C(C=C1)\N=N\C1=CC=C(C=C1C#N)[N+]([O-])=O,1,CC(=O)COC(=O)CCN(Cc1ccccc1)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,1,1
405,COCC(C)OC1=CC=C(C(Cl)=O)C(C)=C1,1,COCC(C)Oc1ccc(C(=O)Cl)c(C)c1,1,0
406,CCOC(=O)CN(CC(=O)OC)C1=CC(NC(C)=O)=C(C=C1OC)\N=N\C1=C(C=C(C=C1Cl)[N+]([O-])=O)[N+]([O-])=O,1,CCOC(=O)CN(CC(=O)OC)c1cc(NC(C)=O)c(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,1
407,COCCOC(=O)C(=C)C#N,1,C=C(C#N)C(=O)OCCOC,0,1
408,C#CC(F)(F)F,1,C#CC(F)(F)F,0,0
409,CS(=O)(=O)OCC#CCOS(=O)(=O)C,1,CS(=O)(=O)OCC#CCOS(C)(=O)=O,1,1
410,CCOC(=O)C(C(=O)OCC)NC1=CC=C(C=C1)OC2=CC=CC=C2,1,CCOC(=O)C(Nc1ccc(Oc2ccccc2)cc1)C(=O)OCC,1,1
411,C1=CC=C(C(=C1)C(C(=O)O)Br)Cl,1,O=C(O)C(Br)c1ccccc1Cl,0,1
412,C1=CC=C2C(=C1)C(=CC=C2Br)CBr,1,BrCc1ccc(Br)c2ccccc12,1,1
413,C1=CC(=C(C=C1Br)N)N,1,Nc1ccc(Br)cc1N,1,1
414,[H][C@@]1(COS(=O)(=O)C2=CC=C(C)C=C2)CN(C)C2=C(O1)C=CC=C2,1,Cc1ccc(S(=O)(=O)OC[C@@H]2CN(C)c3ccccc3O2)cc1,1,1
415,C=CS(=O)(=O)OCC#C,1,C#CCOS(=O)(=O)C=C,1,0
416,CCOCOC(=O)C1CCC(CC1)C(O)=O,1,CCOCOC(=O)C1CCC(C(=O)O)CC1,0,0
417,CCOCOC(=O)C1CCC(CC1)C(=O)OCOCC,1,CCOCOC(=O)C1CCC(C(=O)OCOCC)CC1,0,0
418,C1CCC(CC1)OCC2CO2,1,C1CCC(OCC2CO2)CC1,1,1
419,C(CCl)N(CCCl)C(=O)Cl,1,O=C(Cl)N(CCCl)CCCl,1,0
420,C(CS(=O)(=O)Cl)CCl,1,O=S(=O)(Cl)CCCCl,1,0
421,COC(=O)C1=CC(=C(C=C1)C(C(=O)OC)C(=O)OC)[N+](=O)[O-],1,COC(=O)c1ccc(C(C(=O)OC)C(=O)OC)c([N+](=O)[O-])c1,1,1
422,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C(=O)NC5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O.[Na+].[Na+],1,Nc1ccc(N=Nc2ccc(NC(=O)c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5cc(S(=O)(=O)[O-])c(N=Nc6ccccc6)c(O)c5c4N)cc3)cc2)c(N)c1.[Na+].[Na+],1,1
423,C1=CC=C(C(=C1)N)NC2=CC=C(C=C2)Br,1,Nc1ccccc1Nc1ccc(Br)cc1,1,1
424,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1,Cn1nnc2c(C(N)=O)ncn2c1=O,0,0
425,CC1=CCOS(=O)(=O)C1,1,CC1=CCOS(=O)(=O)C1,1,0
426,COC(=O)C1=CC=CC=C1C2=CC=C(C=C2)CBr,1,COC(=O)c1ccccc1-c1ccc(CBr)cc1,0,1
427,CCCCCCOCC1CO1,1,CCCCCCOCC1CO1,1,1
428,CCN(CC)C1=CC(C)=C(C=C1)\N=N\C1=NC=C(S1)[N+]([O-])=O,1,CCN(CC)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,1,1
429,CN(CCCCCCN(C)C(=O)Cl)C(=O)Cl,1,CN(CCCCCCN(C)C(=O)Cl)C(=O)Cl,1,0
430,C1=CC=C2C(=C1)C(=O)N(C2=O)CCCCBr,1,O=C1c2ccccc2C(=O)N1CCCCBr,0,0
431,COC(C(=O)OC)O,1,COC(=O)C(O)OC,0,0
432,CCOC(=O)C1=C(SC(=C1C)C2=CC=C(C=C2)[N+](=O)[O-])N,1,CCOC(=O)c1c(N)sc(-c2ccc([N+](=O)[O-])cc2)c1C,1,1
433,CC(C)(C(=O)C1=CC=C(C=C1)Cl)N2CCOCC2,1,CC(C)(C(=O)c1ccc(Cl)cc1)N1CCOCC1,0,0
434,CS(=O)(=O)OCC1COS(=O)(=O)O1,1,CS(=O)(=O)OCC1COS(=O)(=O)O1,1,0
435,C1[C@H](O1)COCC2=CC=CC=C2,1,c1ccc(COC[C@@H]2CO2)cc1,1,1
436,CCOC(=O)OC\C(I)=C(\Br)I,1,CCOC(=O)OC/C(I)=C(/Br)I,1,0
437,CC(C1=CC=C(OCC(O)CCl)C=C1)C1=CC=C(OCC(O)CCl)C=C1,1,CC(c1ccc(OCC(O)CCl)cc1)c1ccc(OCC(O)CCl)cc1,0,1
438,OC(=O)\C=C\C1=CC=C(CBr)C=C1,1,O=C(O)/C=C/c1ccc(CBr)cc1,0,1
439,Cl.CN(C)C1=CC2=C(C=C1C)N=C1C=C(C)C(=N)C=C1O2,1,Cc1cc2nc3cc(C)c(=N)cc-3oc2cc1N(C)C.Cl,1,0
440,CCN(CCN1C(=O)C=CC1=O)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=CC=C(C=C1)[N+]([O-])=O,1,CCN(CCN1C(=O)C=CC1=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(NC(C)=O)c1,1,1
441,CCN(CCN1C(=O)C=CC1=O)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=CC=C(C(Cl)=C1)[N+]([O-])=O,1,CCN(CCN1C(=O)C=CC1=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])c(Cl)c2)c(NC(C)=O)c1,1,1
442,CC1OC(=O)OC1(C)Cl,1,CC1OC(=O)OC1(C)Cl,1,0
443,CCCCNC(=O)C1=C(O)C2=C(C=C1)C(NC(=O)OCC(C)C)=CC=C2,1,CCCCNC(=O)c1ccc2c(NC(=O)OCC(C)C)cccc2c1O,0,0
444,CCCCNC(=O)C1=C(O)C2=C(C(Br)=C1)C(NC(=O)OCC(C)C)=CC=C2,1,CCCCNC(=O)c1cc(Br)c2c(NC(=O)OCC(C)C)cccc2c1O,1,0
445,FC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(Cl)C(F)(F)Cl)C(F)(F)F,1,O=C(F)C(F)(OC(F)(F)C(F)(F)C(F)(Cl)C(F)(F)Cl)C(F)(F)F,1,0
446,CCN(CC)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=C(C#N)C(Cl)=C(S1)C=O,1,CCN(CC)c1ccc(/N=N/c2sc(C=O)c(Cl)c2C#N)c(NC(C)=O)c1,1,0
447,[O-][N+](=O)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C(C#N)C#N)C=C1,1,N#CC(C#N)=Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2)cc1,1,1
448,NC1=CC=C(C=C1)S(=O)(=O)C1=C(C=C(C=C1)[N+]([O-])=O)S(N)(=O)=O,1,Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2S(N)(=O)=O)cc1,1,1
449,[H][C@@]1(COC2(CCCCC2)O1)[C@@]1([H])OC(=O)C(O)=C1O,1,O=C1O[C@H]([C@H]2COC3(CCCCC3)O2)C(O)=C1O,0,0
450,CC(O)CNC(=O)C1=C(O)C2=C(C=CC=C2)C(OCCOC2=CC=C(C=C2)[N+]([O-])=O)=C1,1,CC(O)CNC(=O)c1cc(OCCOc2ccc([N+](=O)[O-])cc2)c2ccccc2c1O,1,0
451,CCN(CCCCOC(C)=O)C1=CC=C(\N=N\C2=C(C=C(S2)[N+]([O-])=O)C(C)=O)C(C)=C1,1,CCN(CCCCOC(C)=O)c1ccc(/N=N/c2sc([N+](=O)[O-])cc2C(C)=O)c(C)c1,1,0
452,CCOC(=O)CCNC(=O)C1=C(O)C2=C(C=CC=C2)C(OC2=CC=C(C=C2)[N+]([O-])=O)=C1,1,CCOC(=O)CCNC(=O)c1cc(Oc2ccc([N+](=O)[O-])cc2)c2ccccc2c1O,1,1
453,CC(=O)C1=CC(=C(OCC2=CC=CC=C2)C=C1)[N+]([O-])=O,1,CC(=O)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1,1,1
454,[O-][N+](=O)C1=C(OCC2=CC=CC=C2)C=CC(=C1)C(=O)CBr,1,O=C(CBr)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1,1,1
455,CCCCN(CCCC)S(=O)(=O)C1=CC(=C(C=C1)N1OC(C)=CC1=O)[N+]([O-])=O,1,CCCCN(CCCC)S(=O)(=O)c1ccc(-n2oc(C)cc2=O)c([N+](=O)[O-])c1,1,0
456,[H][C@](C)(O[Si](C)(C)C)[C@@]1([H])C(=O)N[C@]1([H])CC(=O)SC1CCN(C1)C(\C)=N\C(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,1,C/C(=N\C(=O)OCc1ccc([N+](=O)[O-])cc1)N1CCC(SC(=O)C[C@H]2NC(=O)[C@@H]2[C@@H](C)O[Si](C)(C)C)C1,1,0
457,[O-][N+](=O)C1=CC=C(OC(=O)N2N=CC3=C2C=CC=C3[N+]([O-])=O)C=C1,1,O=C(Oc1ccc([N+](=O)[O-])cc1)n1ncc2c([N+](=O)[O-])cccc21,1,1
458,CN(C)CCN1N=NN=C1SCC1=C(N2C(SC1)C(NSC1=CC=C(C=C1)[N+]([O-])=O)C2=O)C(O)=O,1,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NSc3ccc([N+](=O)[O-])cc3)C2SC1,0,0
459,[H][C@@]1(CSC(CNC1=O)C1=CC=CS1)NC(=O)OC(C)(C)C,1,CC(C)(C)OC(=O)N[C@H]1CSC(c2cccs2)CNC1=O,0,0
460,OCC(Cl)C1=CC=CC=C1Cl,1,OCC(Cl)c1ccccc1Cl,0,0
461,CC(=C)C(=O)OCCOC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,1,C=C(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,1
462,[H][C@](C)(OS(=O)(=O)C1=CC=C(C)C=C1)C(=O)OC,1,COC(=O)[C@@H](C)OS(=O)(=O)c1ccc(C)cc1,1,1
463,[H][C@@](CSC(C[N+]([O-])=O)C1=CC=CS1)(NC(=O)OC(C)(C)C)C(O)=O,1,CC(C)(C)OC(=O)N[C@@H](CSC(C[N+](=O)[O-])c1cccs1)C(=O)O,1,0
464,CCOC(=O)C1=CC2=C(N1)C=CC(=C2)[N+]([O-])=O,1,CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,1,1
465,CO\N=C(/C(Cl)=O)C1=NSC(N)=N1,1,CO/N=C(\C(=O)Cl)c1nsc(N)n1,1,0
466,NC1=CC2=C(OCC(=O)N2)C=C1F,1,Nc1cc2c(cc1F)OCC(=O)N2,1,0
467,Cl.ClCCN1CCC(CC1)C#N,1,Cl.N#CC1CCN(CCCl)CC1,0,0
468,CC(C)C\C(C)=N\C1=CC2=C(OCC(=O)N2)C=C1F,1,C/C(CC(C)C)=N\c1cc2c(cc1F)OCC(=O)N2,1,0
469,CC(C)C\C(C)=N\C1=CC2=C(OCC(=O)N2CC#C)C=C1F,1,C#CCN1C(=O)COc2cc(F)c(/N=C(\C)CC(C)C)cc21,1,0
470,CC(=O)COC1=CC=C(C=C1)[N+]([O-])=O,1,CC(=O)COc1ccc([N+](=O)[O-])cc1,1,1
471,OCN1C(=O)CN(CC#C)C1=O,1,C#CCN1CC(=O)N(CO)C1=O,1,0
472,CCCCOC(=O)COC1=CC(F)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,1,CCCCOC(=O)COc1cc(F)c([N+](=O)[O-])cc1[N+](=O)[O-],1,1
473,CCC(C)(C)C1=CC=C(OCC(=O)NNC2=CC=C(N)C=C2)C=C1,1,CCC(C)(C)c1ccc(OCC(=O)NNc2ccc(N)cc2)cc1,0,1
474,CN(C)C(=O)C(Cl)(\N=N\C1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1Cl)C(C)=O,1,CC(=O)C(Cl)(/N=N/c1ccc(Cl)cc1C(=O)c1ccccc1Cl)C(=O)N(C)C,1,0
475,CC1=C(Cl)C=C[N+]([O-])=C1C,1,Cc1c(Cl)cc[n+]([O-])c1C,0,0
476,BrCC(Br)CN(NC=O)C=O,1,O=CNN(C=O)CC(Br)CBr,1,0
477,CCOC(=O)OC1=CC(=C(F)C=C1Cl)[N+]([O-])=O,1,CCOC(=O)Oc1cc([N+](=O)[O-])c(F)cc1Cl,1,1
478,OCCN1C2=C(C=CC=C2)C2=C1C=CC(=C2)\N=N\C1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,1,O=[N+]([O-])c1cc(Cl)c(/N=N/c2ccc3c(c2)c2ccccc2n3CCO)c(Cl)c1,1,1
479,NC1=C(C=C(S1)[N+]([O-])=O)C#N,1,N#Cc1cc([N+](=O)[O-])sc1N,1,1
480,CN(C)\C=N\C1=C(C=C(S1)[N+]([O-])=O)C#N,1,CN(C)/C=N/c1sc([N+](=O)[O-])cc1C#N,1,0
481,[Cl-].N#CC1=NC(N=C1C#N)[N+]#N,1,N#CC1=NC([N+]#N)N=C1C#N.[Cl-],0,0
482,CCC(=O)NC1=C(O)C2=C(C(NS(=O)(=O)C3=CC=CC(=C3)S(Cl)(=O)=O)=CC=C2)C(=C1)\N=N\C1=CC=C(C=C1C#N)[N+]([O-])=O,1,CCC(=O)Nc1cc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)c2c(NS(=O)(=O)c3cccc(S(=O)(=O)Cl)c3)cccc2c1O,1,1
483,BrC1CCCC1,1,BrC1CCCC1,0,0
484,C=CC1=CC=C(CCC2CO2)C=C1,1,C=Cc1ccc(CCC2CO2)cc1,1,1
485,[O-][N+](=O)C=C(Cl)Cl,1,O=[N+]([O-])C=C(Cl)Cl,1,0
486,CCOC(=O)CC(=O)C1=C(Br)C=C(Br)C(F)=C1C,1,CCOC(=O)CC(=O)c1c(Br)cc(Br)c(F)c1C,0,0
487,[O-][N+](=O)CC(Cl)(Cl)Cl,1,O=[N+]([O-])CC(Cl)(Cl)Cl,1,1
488,CCNC1=CC(NC(C)=O)=C(C=C1OC)\N=N\C1=C(C=C(C=C1Cl)[N+]([O-])=O)[N+]([O-])=O,1,CCNc1cc(NC(C)=O)c(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,1
489,[Cl-].CC1=CC=[N+](C=C1)C1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,1,Cc1cc[n+](-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1.[Cl-],1,1
490,COC(=O)COC1=CC=C(\C=C\C(=O)NNC(=O)C(Cl)(Cl)Cl)C=C1OC,1,COC(=O)COc1ccc(/C=C/C(=O)NNC(=O)C(Cl)(Cl)Cl)cc1OC,0,0
491,CCN(CC)C1=CC(NC(C)=O)=C(C=C1)\N=N\C1=C(C=C(S1)[N+]([O-])=O)C(C)=O,1,CCN(CC)c1ccc(/N=N/c2sc([N+](=O)[O-])cc2C(C)=O)c(NC(C)=O)c1,1,1
492,O=CCCC1CCCCC1=O,1,O=CCCC1CCCCC1=O,0,0
493,CCC(CC)OS(=O)(=O)C1=CC=C(C)C=C1,1,CCC(CC)OS(=O)(=O)c1ccc(C)cc1,1,1
494,CCC1=CC=C(CCOS(C)(=O)=O)N=C1,1,CCc1ccc(CCOS(C)(=O)=O)nc1,1,0
495,CCOC(=O)C1=CC(Cl)=C(NC(C)=O)C=C1OCC,1,CCOC(=O)c1cc(Cl)c(NC(C)=O)cc1OCC,0,1
496,NC1=C(I)C(C(Cl)=O)=C(I)C(C(Cl)=O)=C1I,1,Nc1c(I)c(C(=O)Cl)c(I)c(C(=O)Cl)c1I,1,0
497,CC(C)C1=NC(CCl)=CS1,1,CC(C)c1nc(CCl)cs1,1,0
498,Cl.Cl.NC1=CC(N)=C(O)C=C1O,1,Cl.Cl.Nc1cc(N)c(O)cc1O,1,1
499,CC1=C[N+]([O-])=CC(C)=C1[N+]([O-])=O,1,Cc1c[n+]([O-])cc(C)c1[N+](=O)[O-],1,1
500,CC(O)CC(C)(C)OO,1,CC(O)CC(C)(C)OO,1,0
501,CC1=CC=C(N\N=C\C2=CC=CC=C2)C=C1,1,Cc1ccc(N/N=C/c2ccccc2)cc1,1,1
502,O=C1NC2=C(C=C1)C=C(OCC1CO1)C=C2,1,O=c1ccc2cc(OCC3CO3)ccc2[nH]1,1,1
503,OC(CCl)COC1=CC2=C(NC(=O)C=C2)C=C1,1,O=c1ccc2cc(OCC(O)CCl)ccc2[nH]1,0,0
504,O\N=C(\NC1=CC(OCCOC2=CC=CC=C2)=NN1)C1=CC(=CC=C1)[N+]([O-])=O,1,O=[N+]([O-])c1cccc(/C(=N\O)Nc2cc(OCCOc3ccccc3)n[nH]2)c1,1,1
505,Cl.[O-][N+](=O)C1=CC=CC(=C1)C(=N)NC1=CC(OCCOC2=CC=CC=C2)=NN1,1,Cl.N=C(Nc1cc(OCCOc2ccccc2)n[nH]1)c1cccc([N+](=O)[O-])c1,1,1
506,NC1=CC=CC(=C1)C1=NN2N=C(OCCOC3=CC=CC=C3)C=C2N1,1,Nc1cccc(-c2nn3nc(OCCOc4ccccc4)cc3[nH]2)c1,0,0
507,OC(=O)C1=CC(=CC=C1NC(=O)CF)[N+]([O-])=O,1,O=C(CF)Nc1ccc([N+](=O)[O-])cc1C(=O)O,1,1
508,CC(=C)C(=O)OCN1C(=O)C2=C(C=CC=C2)C1=O,1,C=C(C)C(=O)OCN1C(=O)c2ccccc2C1=O,1,1
509,C=CS(=O)(=O)CS(=O)(=O)C=C,1,C=CS(=O)(=O)CS(=O)(=O)C=C,0,0
510,CCOC(=O)CN1C(=O)C(=O)NC2=C1C=C(N1C=CN=C1)C(=C2)[N+]([O-])=O,1,CCOC(=O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccnc3)cc21,1,0
511,C1C(CC2=C1C=CC=C2)=NC1=CC=CC=C1,1,c1ccc(N=C2Cc3ccccc3C2)cc1,1,1
512,CNC(=O)COC1=CC(C(=O)C(Cl)Cl)=C(F)C=C1,1,CNC(=O)COc1ccc(F)c(C(=O)C(Cl)Cl)c1,0,0
513,ClC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1,1,Clc1ccc(C(Cl)c2ccccn2)cc1,0,1
514,CN(C)C1=CC=C(NC2=CC=C(C=C2)N=O)C=C1,1,CN(C)c1ccc(Nc2ccc(N=O)cc2)cc1,1,1
515,CC1=CC=C(C=C1)S(=O)(=O)SCCl,1,Cc1ccc(S(=O)(=O)SCCl)cc1,0,1
516,NC1=C(O)C=CC(=C1)C1=CC=C(Br)C=C1,1,Nc1cc(-c2ccc(Br)cc2)ccc1O,1,1
517,CNC(=O)COC1=CC(C2=NN(C)C(O)=C2)=C(F)C=C1Cl,1,CNC(=O)COc1cc(-c2cc(O)n(C)n2)c(F)cc1Cl,0,1
518,ClC1=CC=CC(=C1)C(Br)=C,1,C=C(Br)c1cccc(Cl)c1,0,1
519,CCOC(=O)C1=C(OC(C)=O)C2=C(C=C(F)C(F)=C2)N=C1SC(C)Cl,1,CCOC(=O)c1c(SC(C)Cl)nc2cc(F)c(F)cc2c1OC(C)=O,0,0
520,CCC1=CC2=C(C=C1)C(OC)=C1C=CC=CC1=C2OC,1,CCc1ccc2c(OC)c3ccccc3c(OC)c2c1,1,0
521,CCOC(=O)C(C)C1=CC=C(CCl)C=C1,1,CCOC(=O)C(C)c1ccc(CCl)cc1,0,1
522,[O-][N+](=O)C1=C(C=CC=C1)S(=O)(=O)OCCCCCl,1,O=[N+]([O-])c1ccccc1S(=O)(=O)OCCCCCl,1,1
523,CC1=CC=C(NN)C=C1F,1,Cc1ccc(NN)cc1F,1,0
524,OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1O,1,O=C(c1ccc(O)cc1O)c1ccc(O)c(O)c1O,1,0
525,CCN(CCC#N)C1=CC(NC(C)=O)=C(C=C1OC)\N=N\C1=C2C=C(C=CC2=NS1)[N+]([O-])=O,1,CCN(CCC#N)c1cc(NC(C)=O)c(/N=N/c2snc3ccc([N+](=O)[O-])cc23)cc1OC,1,1
526,C\C(=N/NC1=CC=C(C)C(F)=C1)C1CCCCC1,1,C/C(=N\Nc1ccc(C)c(F)c1)C1CCCCC1,0,0
527,CC1=CC=C(C=C1)S(=O)(=O)N1CCC(Br)C(=O)C2=C1C=CC=C2,1,Cc1ccc(S(=O)(=O)N2CCC(Br)C(=O)c3ccccc32)cc1,0,0
528,CC(C)C(\C)=N\NC1=CN=CC=C1,1,C/C(=N\Nc1cccnc1)C(C)C,1,0
529,[O-][N+](=O)C1=C(S)C=C(Cl)C=C1,1,O=[N+]([O-])c1ccc(Cl)cc1S,1,1
530,C(SCC1CS1)C1CS1,1,C(SCC1CS1)C1CS1,0,0
531,C(SCC1CO1)C1CO1,1,C1OC1CSCC1CO1,1,1
532,CCC1=CC=C2C=C(C=CC=C12)C(C)C,1,CCc1ccc2cc(C(C)C)cccc1-2,1,0
533,CCC1=C2C=CC=C(C=C2C(=C1)C(=O)OC)C(C)C,1,CCc1cc(C(=O)OC)c2cc(C(C)C)cccc1-2,1,0
534,Cl.C\C(=C/NC1=CC=CC=C1)\C=N\C1=CC=CC=C1,1,CC(/C=N/c1ccccc1)=C\Nc1ccccc1.Cl,1,0
535,Cl.COC1=C(N)C=C(C=C1)C1=CC=CC=C1,1,COc1ccc(-c2ccccc2)cc1N.Cl,1,1
536,CCC1(COCC2CO2)COC1,1,CCC1(COCC2CO2)COC1,1,1
537,[O-][N+](=O)C1=CC=C(SCCl)C=C1,1,O=[N+]([O-])c1ccc(SCCl)cc1,1,1
538,CCCCCCCCCCCCOC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,1,CCCCCCCCCCCCOc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,1
539,CCCCCCCCCCCCOC1=C(N)C=C(N)C=C1,1,CCCCCCCCCCCCOc1ccc(N)cc1N,1,1
540,ClC(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C2=CC=CC=C2)C=C1,1,O=C(Cl)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,1,1
541,[Na+].[O-]C(=O)C(Cl)C1=CC=C(C=C1)C1=CC=CC=C1,1,O=C([O-])C(Cl)c1ccc(-c2ccccc2)cc1.[Na+],1,1
542,ClC(=O)C1=C(C=CC=C1)C1=CC=CC=C1,1,O=C(Cl)c1ccccc1-c1ccccc1,1,1
543,[O-][N+](=O)C1=CC2=C(C=CN2)C=C1,1,O=[N+]([O-])c1ccc2cc[nH]c2c1,1,1
544,C(SSCC1CO1)C1CO1,1,C1OC1CSSCC1CO1,1,1
545,Cl.ClCCN(CCCl)C(C1=CC=CC=C1)C1=CC=CC=C1,1,Cl.ClCCN(CCCl)C(c1ccccc1)c1ccccc1,0,0
546,COC1=CC(=C(C=C1OCCCN1CCOCC1)C#N)[N+]([O-])=O,1,COc1cc([N+](=O)[O-])c(C#N)cc1OCCCN1CCOCC1,1,0
